Std_id,Reference,Analysis,Design,Coding,github,Testing,Results,Report,Presentation,Proposal,NumOfMeetings,Evaluation
4786,65,85,65,75,84,10,47,75,97,0,8,
4787,84,57,91,87,34,88,20,84,32,10,5,
4788,85,94,3,46,79,37,23,68,55,79,6,
4789,5,10,7,24,38,39,7,11,24,46,1,
4790,50,64,47,20,36,43,81,38,42,48,7,
4791,22,97,76,27,13,95,20,18,21,7,3,
4792,11,91,14,30,89,71,39,40,70,88,3,
4793,3,3,3,5,31,48,27,79,48,70,3,
4794,76,30,14,77,14,72,42,29,25,24,2,
4795,75,4,7,75,100,99,100,9,69,50,10,
4796,6,27,82,31,24,29,6,9,6,2,10,
4797,83,23,98,33,43,86,85,57,96,62,2,
4798,70,33,41,81,78,44,66,98,81,54,8,
4799,62,6,82,96,57,44,27,6,75,48,7,
4800,67,74,57,82,66,76,97,81,67,11,4,
4801,51,8,54,79,59,21,5,68,97,33,3,
4802,30,18,25,43,2,15,3,10,41,36,3,
4803,83,75,78,88,79,55,76,70,1,92,3,
4804,76,12,26,93,35,10,73,1,82,61,4,
4805,9,8,21,9,7,0,17,46,22,6,5,
4806,22,41,10,27,34,1,19,36,4,49,2,
4807,0,1,9,7,71,41,2,20,19,4,4,
4808,5,4,14,96,80,95,97,90,99,24,3,
4809,96,88,24,54,71,6,28,62,58,90,1,
4810,50,13,86,68,74,41,34,95,9,74,2,
4811,44,13,31,18,5,20,18,57,69,8,0,
4812,35,42,14,46,47,10,44,0,15,1,3,
4813,75,81,27,69,49,21,17,79,39,8,7,
4814,30,61,87,73,39,98,32,5,76,36,2,
4815,13,72,29,17,21,6,89,48,85,72,10,
4816,37,9,18,0,9,1,17,24,31,8,1,
4817,25,22,8,89,16,26,12,32,6,32,7,
4818,45,48,17,31,24,21,5,41,25,18,9,
4819,23,35,34,19,63,21,57,51,21,94,1,
4820,63,4,100,62,51,21,64,33,75,61,2,
4821,19,16,14,8,25,9,4,4,21,32,4,
4822,13,32,0,34,20,17,14,7,4,39,9,
4823,39,23,54,17,35,24,92,94,72,5,4,
4824,23,49,41,13,53,61,40,80,81,74,5,
4825,45,86,32,16,2,75,72,41,73,30,9,
4826,90,85,57,73,23,81,41,59,3,94,9,
4827,99,3,16,63,59,50,9,1,6,5,0,
4828,76,42,99,42,71,65,81,81,94,46,6,
4829,35,55,34,16,46,68,98,53,48,98,7,
4830,12,99,97,98,52,59,55,39,59,62,3,
4831,99,91,42,82,31,79,92,63,73,57,1,
4832,30,96,3,89,74,51,26,93,47,46,4,
4833,73,68,41,52,20,34,84,30,38,49,0,
4834,3,29,6,10,64,28,9,19,21,24,1,
4835,5,72,59,70,6,67,87,80,15,26,5,
4836,8,33,21,1,34,4,39,22,31,36,5,
4837,18,77,89,13,13,25,14,49,8,2,5,
4838,82,24,63,66,25,55,76,22,77,30,5,
4839,41,68,78,2,91,52,32,93,4,34,6,
4840,14,49,9,82,19,38,10,16,23,18,7,
4841,54,81,98,26,63,81,7,4,6,4,7,
4842,83,40,16,41,21,69,46,99,65,1,2,
4843,29,47,32,65,28,23,43,61,96,9,3,
4844,4,29,34,46,17,5,20,30,24,4,5,
4845,32,31,6,87,55,59,23,25,45,42,9,
4846,50,17,35,11,17,6,13,41,36,24,7,
4847,5,9,87,8,98,97,62,58,94,26,1,
4848,50,8,0,41,7,1,11,45,8,15,5,
4849,73,84,41,84,68,27,45,48,44,66,1,
4850,23,36,50,55,4,13,96,48,26,46,2,
4851,46,68,70,4,7,4,4,39,36,96,7,
4852,27,5,17,24,9,17,42,41,46,49,1,
4853,94,43,56,76,90,67,89,36,6,96,9,
4854,19,48,44,73,67,23,89,56,64,17,3,
4855,6,13,11,58,50,7,25,43,28,7,0,
4856,13,39,91,40,54,97,1,39,95,13,7,
4857,89,37,74,10,46,55,72,62,14,86,4,
4858,91,38,75,32,53,12,95,33,84,37,4,
4859,67,61,20,26,36,94,64,65,83,66,2,
4860,30,78,67,72,84,72,89,8,93,26,10,
4861,98,61,80,5,100,5,19,29,25,87,6,
4862,98,80,81,65,52,75,67,86,67,100,3,
4863,88,32,66,15,89,42,24,53,1,73,5,
4864,73,2,99,32,27,66,16,5,55,85,1,
4865,50,18,6,10,93,76,18,78,76,72,5,
4866,8,6,29,15,22,37,62,91,39,48,9,
4867,21,13,25,47,80,3,38,6,3,12,5,
4868,6,89,43,96,65,28,29,88,35,26,6,
4869,87,25,38,4,36,95,20,63,24,29,6,
4870,40,17,5,24,11,30,3,3,3,50,2,
4871,11,7,8,15,11,14,18,21,10,57,6,
4872,17,29,7,45,32,2,8,1,22,44,4,
4873,17,9,56,64,34,13,84,20,58,0,9,
4874,80,44,60,27,8,33,45,40,27,11,9,
4875,38,44,19,50,65,30,55,93,71,50,4,
4876,32,68,59,46,93,43,25,4,41,29,9,
4877,31,11,19,40,46,37,19,26,7,4,2,
4878,48,91,3,53,60,83,65,99,7,11,9,
4879,56,91,6,4,56,23,8,3,1,3,1,
4880,86,88,29,97,36,78,17,68,44,98,3,
4881,35,50,81,14,17,43,3,79,77,48,3,
4882,20,4,5,36,65,48,89,15,53,12,4,
4883,15,20,26,31,53,18,6,8,1,6,9,
4884,27,19,11,43,20,9,2,1,24,59,2,
4885,6,28,16,4,37,13,37,6,14,10,1,
4886,16,97,40,96,80,98,59,92,67,60,2,
4887,82,50,67,94,15,75,82,8,84,16,8,
4888,75,47,71,28,40,76,44,55,84,69,9,
4889,70,31,26,44,33,4,2,43,15,75,9,
4890,28,31,29,28,17,6,14,28,57,31,6,
4891,65,16,9,1,1,10,14,29,20,24,6,
4892,75,33,38,5,8,6,0,87,50,34,2,
4893,18,3,32,17,34,2,55,19,31,46,1,
4894,3,31,1,33,10,36,11,24,27,35,2,
4895,4,2,8,4,2,59,51,82,14,46,2,
4896,87,69,51,25,46,78,22,88,29,82,3,
4897,2,26,10,47,19,48,9,6,6,38,5,
4898,93,18,44,52,69,52,50,86,11,49,6,
4899,58,59,34,58,87,6,83,16,30,60,8,
4900,72,70,48,27,100,34,6,2,9,6,3,
4901,41,13,38,15,8,5,8,47,69,31,6,
4902,34,6,30,54,25,5,11,39,22,17,3,
4903,69,54,52,24,40,57,60,84,93,70,4,
4904,57,58,32,76,39,99,81,92,64,6,2,
4905,38,97,68,67,38,40,78,19,66,32,9,
4906,27,78,53,42,31,39,35,43,8,81,0,
4907,58,43,71,50,1,85,49,16,83,60,4,
4908,59,3,8,68,33,21,29,36,24,87,4,
4909,62,41,20,7,3,2,3,79,80,50,1,
4910,13,82,2,2,2,2,0,72,83,65,6,
4911,33,77,12,36,45,59,73,52,56,93,7,
4912,6,23,43,35,2,48,5,16,44,13,5,
4913,96,30,56,20,44,46,6,7,9,1,0,
4914,86,33,73,3,35,88,95,1,1,88,9,
4915,33,30,27,4,1,3,9,90,32,50,9,
4916,97,25,27,52,55,83,59,8,70,99,8,
4917,50,71,94,85,21,1,84,9,93,9,5,
4918,19,19,70,32,100,82,4,49,79,67,1,
4919,87,70,59,8,2,9,6,77,41,79,4,
4920,7,60,75,69,52,66,44,68,38,80,10,
4921,35,23,8,9,0,3,4,46,0,6,1,
4922,4,5,7,9,44,9,76,33,22,7,5,
4923,7,1,10,7,46,36,54,58,36,5,5,
4924,60,83,66,3,3,5,1,33,84,86,1,
4925,16,33,86,70,48,34,41,5,33,84,4,
4926,64,23,34,4,9,5,14,6,50,19,7,
4927,61,6,86,47,49,66,73,83,82,63,6,
4928,23,14,94,20,17,97,67,78,96,46,2,
4929,8,17,6,21,24,7,5,20,22,57,4,
4930,90,19,70,13,95,2,67,95,7,14,8,
4931,18,57,20,79,21,17,96,50,28,53,5,
4932,75,25,68,90,50,64,0,3,4,9,3,
4933,5,23,5,27,1,19,0,13,38,40,5,
4934,21,29,34,8,14,17,4,4,5,20,7,
4935,7,3,37,41,29,4,15,46,29,49,4,
4936,19,52,5,35,70,53,20,18,62,41,2,
4937,63,27,63,62,46,99,37,74,1,20,3,
4938,42,47,17,48,50,20,10,20,27,36,3,
4939,57,50,95,89,84,84,41,79,25,59,0,
4940,78,61,66,55,50,67,3,93,90,58,4,
4941,28,29,21,48,9,2,1,8,44,31,4,
4942,80,26,71,14,14,76,31,13,17,70,6,
4943,47,24,27,36,16,30,10,42,39,32,3,
4944,37,30,35,20,9,12,19,96,75,96,3,
4945,76,82,32,79,87,42,5,13,43,19,3,
4946,90,38,84,66,28,29,20,82,98,22,1,
4947,47,29,80,1,88,50,66,2,26,56,5,
4948,56,68,93,11,95,91,15,55,27,32,0,
4949,59,7,70,51,89,84,5,14,4,33,1,
4950,90,52,96,56,51,0,13,34,20,60,5,
4951,35,85,15,81,6,33,61,88,100,79,3,
4952,17,23,71,82,52,24,53,14,57,45,5,
4953,2,3,6,7,52,10,26,17,86,30,2,
4954,95,72,44,67,31,49,66,6,30,5,4,
4955,18,84,81,44,88,19,53,67,27,85,1,
4956,74,8,69,35,41,27,44,11,68,3,1,
4957,24,94,81,97,74,7,38,3,73,15,7,
4958,37,18,37,31,6,32,19,44,48,38,4,
4959,38,68,78,96,82,94,93,91,57,35,5,
4960,85,98,18,15,49,60,39,59,63,45,9,
4961,40,15,12,8,13,8,3,45,2,10,5,
4962,51,90,79,16,57,80,11,77,37,57,2,
4963,63,31,71,14,12,71,75,25,55,37,7,
4964,44,76,85,50,8,14,99,90,86,98,0,
4965,47,85,73,87,43,43,7,4,4,2,6,
4966,31,14,22,11,11,13,58,44,49,16,3,
4967,47,1,9,29,12,18,11,4,6,30,5,
4968,21,6,85,34,45,42,32,69,79,63,10,
4969,97,41,7,89,36,95,53,53,33,11,8,
4970,56,67,65,45,89,8,74,22,87,31,5,
4971,13,81,72,43,42,81,4,7,11,45,8,
4972,11,31,14,28,43,26,23,48,13,20,5,
4973,37,22,42,40,10,9,4,49,1,44,9,
4974,32,87,36,1,53,32,98,54,63,46,10,
4975,15,3,66,26,6,78,87,81,56,21,9,
4976,69,17,36,66,79,62,34,27,63,98,8,
4977,36,90,68,6,8,1,4,91,19,94,1,
4978,40,32,6,11,32,9,15,24,21,64,8,
4979,75,62,42,23,70,61,85,46,33,77,4,
4980,50,18,84,66,82,19,6,9,3,7,2,
4981,75,23,27,57,95,42,73,10,65,100,1,
4982,18,32,70,51,38,44,31,96,3,50,2,
4983,34,29,3,15,35,1,18,17,2,17,9,
4984,54,55,17,4,8,9,8,62,74,48,4,
4985,42,8,78,59,62,16,1,3,3,7,9,
4986,3,5,7,9,38,80,23,59,87,33,3,
4987,14,14,1,22,27,6,23,32,6,28,3,
4988,55,22,87,52,34,57,99,33,16,2,4,
4989,50,9,37,9,36,42,2,0,7,5,3,
4990,47,5,78,95,60,15,91,3,22,87,5,
4991,98,8,45,43,76,94,24,39,62,61,2,
4992,24,43,96,97,49,72,41,62,27,73,3,
4993,35,17,20,45,41,22,99,69,51,31,6,
4994,16,20,15,9,28,11,26,30,49,50,3,
4995,75,30,11,27,96,24,6,9,1,2,6,
4996,48,31,15,5,18,36,28,8,13,18,6,
4997,36,27,31,57,23,11,65,1,16,43,4,
4998,56,43,66,1,56,3,55,0,36,49,7,
4999,7,84,76,2,6,2,3,53,69,73,3,
5000,33,88,48,17,17,40,52,14,37,85,9,
5001,17,68,69,47,81,20,58,61,61,20,4,
5002,2,32,13,97,93,5,69,45,59,21,3,
5003,89,5,24,64,73,70,49,27,10,11,7,
5004,57,99,70,98,54,74,21,99,73,20,2,
5005,59,78,96,61,51,75,4,5,8,3,0,
5006,15,31,20,1,6,16,57,31,31,46,4,
5007,19,28,80,32,43,15,37,87,21,85,8,
5008,19,11,7,11,63,17,19,10,10,31,2,
5009,20,3,22,38,5,16,99,48,80,61,7,
5010,15,29,31,3,14,1,8,52,51,13,5,
5011,37,19,10,39,59,25,72,93,45,14,6,
5012,31,12,1,46,67,1,62,37,33,31,2,
5013,56,37,92,21,75,98,80,1,46,72,5,
5014,54,29,32,3,16,17,3,15,55,13,1,
5015,3,29,15,64,16,5,52,20,18,12,3,
5016,47,49,37,38,20,45,41,8,14,24,8,
5017,100,31,77,2,9,9,6,25,64,90,0,
5018,3,72,86,54,25,65,69,10,45,98,2,
5019,30,29,35,14,35,36,39,18,20,36,5,
5020,60,74,44,1,82,61,76,91,77,14,2,
5021,73,21,10,38,45,78,51,52,25,93,2,
5022,99,52,51,73,46,58,59,53,34,14,9,
5023,12,87,40,53,42,35,89,93,65,54,3,
5024,56,77,34,86,85,77,50,69,0,10,7,
5025,11,44,28,42,16,3,23,7,33,30,1,
5026,1,3,80,74,99,18,0,48,3,100,5,
5027,2,45,49,23,62,1,81,88,92,86,3,
5028,9,55,94,35,44,29,15,34,45,48,8,
5029,71,80,53,99,30,25,36,37,69,45,9,
5030,65,61,48,36,11,80,37,48,22,32,6,
5031,5,6,2,3,89,1,2,74,90,65,7,
5032,85,62,53,9,1,3,9,43,66,96,6,
5033,49,79,41,69,17,65,47,9,91,70,5,
5034,96,22,44,19,44,51,37,11,65,31,4,
5035,33,9,18,21,49,31,39,72,24,56,3,
5036,66,34,38,17,8,16,10,59,48,48,1,
5037,19,14,23,16,28,3,6,26,20,66,4,
5038,8,52,11,39,20,31,88,56,21,99,3,
5039,97,94,58,21,43,92,71,16,95,5,8,
5040,23,51,85,78,82,53,4,29,88,7,9,
5041,36,37,26,29,24,16,5,16,1,15,10,
5042,46,58,85,20,95,43,29,22,94,55,5,
5043,2,40,60,5,21,64,55,97,33,68,5,
5044,97,20,55,2,19,33,43,78,52,65,4,
5045,46,52,23,70,89,78,47,40,45,58,1,
5046,56,31,18,4,10,8,9,53,14,19,7,
5047,8,89,95,24,14,86,37,22,96,7,2,
5048,64,23,96,78,15,9,31,23,46,78,1,
5049,48,29,15,13,19,2,4,49,38,9,0,
5050,32,57,80,19,5,67,75,93,48,5,9,
5051,62,29,37,62,9,11,85,3,21,35,6,
5052,15,67,77,10,87,21,81,10,88,76,8,
5053,53,15,2,64,29,19,99,44,76,20,1,
5054,6,12,36,30,3,2,0,16,61,18,6,
5055,58,12,37,84,70,19,81,9,58,9,1,
5056,7,28,86,44,37,91,52,59,5,36,4,
5057,67,1,81,61,70,49,61,60,33,34,7,
5058,17,60,89,15,80,77,43,23,3,1,3,
5059,1,75,57,93,3,99,54,44,40,49,6,
5060,43,7,65,11,17,46,27,76,57,3,6,
5061,86,32,62,40,72,76,16,71,99,71,4,
5062,53,54,22,76,21,50,74,99,56,42,4,
5063,49,1,53,14,3,29,25,31,66,68,5,
5064,2,37,33,26,30,51,45,89,60,2,3,
5065,63,1,10,31,24,12,10,15,21,76,7,
5066,0,9,3,0,81,57,32,29,54,21,2,
5067,93,89,7,64,93,34,98,32,27,40,7,
5068,28,98,57,75,63,37,97,72,36,89,9,
5069,84,51,65,41,22,13,24,15,84,88,1,
5070,33,14,22,19,34,2,69,21,18,20,0,
5071,89,35,31,69,32,21,25,37,11,6,0,
5072,14,3,7,82,12,15,14,18,12,19,3,
5073,49,16,18,1,15,19,4,21,68,1,0,
5074,49,33,48,45,23,31,35,34,30,1,7,
5075,55,70,59,93,61,68,25,91,14,6,6,
5076,84,75,32,55,61,88,35,68,30,99,8,
5077,63,38,19,94,54,35,76,46,44,79,6,
5078,6,25,2,49,23,7,22,8,5,29,5,
5079,67,47,59,83,43,37,41,89,61,5,0,
5080,33,4,10,45,99,57,85,9,38,52,8,
5081,26,23,39,70,40,11,56,19,8,20,4,
5082,63,77,58,8,6,39,46,8,70,50,4,
5083,8,4,8,1,76,94,52,25,70,38,1,
5084,71,95,40,26,13,29,8,1,1,3,4,
5085,79,20,73,53,31,15,51,14,96,79,3,
5086,7,76,35,10,77,94,74,38,3,62,8,
5087,92,12,84,38,90,95,22,93,23,49,10,
5088,50,86,45,81,39,40,75,50,81,37,5,
5089,14,29,38,53,50,5,18,35,45,66,6,
5090,10,0,5,6,56,80,19,40,9,99,2,
5091,7,47,36,37,19,46,36,27,83,68,7,
5092,22,0,82,61,65,99,82,95,88,50,4,
5093,63,76,24,64,45,2,68,13,55,64,9,
5094,70,18,55,46,68,23,96,47,82,9,8,
5095,28,83,77,74,28,40,1,55,9,10,9,
5096,78,85,75,57,44,67,96,17,16,14,7,
5097,3,4,1,62,13,24,19,4,7,43,7,
5098,52,30,45,2,55,30,70,42,49,53,6,
5099,40,25,35,75,18,19,30,19,18,15,2,
5100,8,6,2,6,75,88,80,3,53,16,3,
5101,3,86,86,25,51,26,88,82,37,7,0,
5102,79,30,24,58,49,10,78,61,36,22,7,
5103,54,62,58,40,65,77,29,23,57,19,0,
5104,15,54,77,8,72,39,10,1,85,95,0,
5105,17,67,97,87,75,90,62,50,29,45,9,
5106,29,4,84,35,50,30,29,72,38,74,4,
5107,52,62,41,62,11,47,80,33,1,29,7,
5108,74,14,38,59,98,92,67,73,21,5,1,
5109,53,95,7,97,96,83,61,71,81,80,4,
5110,5,89,9,98,58,28,96,78,93,44,6,
5111,100,40,76,63,51,1,61,19,54,18,7,
5112,36,44,71,48,100,6,32,72,94,59,9,
5113,85,57,23,94,75,88,24,9,63,51,1,
5114,100,25,69,36,23,19,7,62,17,88,5,
5115,44,84,6,19,50,91,4,6,4,8,6,
5116,69,10,60,4,5,5,0,20,55,94,10,
5117,18,13,31,14,95,10,46,58,17,53,5,
5118,2,20,25,25,55,18,47,3,38,28,1,
5119,35,14,100,22,4,19,9,8,8,5,6,
5120,24,7,28,10,0,0,21,32,4,10,0,
5121,58,58,69,3,55,24,10,38,41,79,1,
5122,14,0,7,81,22,30,4,6,18,32,2,
5123,1,3,3,55,43,7,16,14,13,15,5,
5124,28,33,2,8,7,1,4,50,48,45,5,
5125,64,31,17,16,2,17,7,19,19,18,4,
5126,28,14,8,15,21,87,13,91,40,100,6,
5127,71,28,59,61,95,59,11,97,64,22,3,
5128,46,8,47,5,5,9,1,53,67,15,1,
5129,7,35,99,59,4,25,22,8,29,74,8,
5130,87,49,55,93,9,43,31,91,54,22,9,
5131,66,22,56,84,88,1,5,10,1,0,3,
5132,59,29,9,88,24,39,72,76,38,13,9,
5133,2,2,0,50,0,20,10,6,12,7,4,
5134,85,99,96,60,63,15,59,78,54,85,6,
5135,64,40,62,44,78,69,73,64,94,57,6,
5136,16,50,6,37,54,46,4,37,11,38,7,
5137,49,6,1,41,44,3,20,35,24,31,9,
5138,54,14,9,41,50,35,94,72,95,0,1,
5139,41,20,6,72,3,54,38,12,48,35,2,
5140,18,9,30,46,42,10,5,39,5,57,4,
5141,88,42,89,9,29,71,89,66,61,85,1,
5142,4,17,63,19,18,95,60,91,23,37,7,
5143,84,57,55,7,54,59,95,97,49,97,10,
5144,22,41,37,30,50,35,33,46,44,6,4,
5145,33,56,20,70,73,55,5,6,1,7,2,
5146,9,41,5,56,62,47,16,14,5,32,2,
5147,34,25,6,27,65,48,4,13,12,3,6,
5148,75,22,94,10,68,4,3,88,18,68,8,
5149,19,43,36,54,49,2,43,89,15,44,3,
5150,17,27,5,27,4,18,15,17,16,12,0,
5151,12,50,17,55,97,28,93,88,50,72,9,
5152,0,2,10,5,37,26,28,43,2,71,7,
5153,12,49,71,14,72,8,94,69,11,31,1,
5154,3,20,31,52,9,2,43,6,8,10,2,
5155,66,95,71,57,41,92,93,24,60,85,3,
5156,83,63,17,26,39,42,19,10,55,91,6,
5157,3,19,8,16,40,6,2,35,24,1,0,
5158,6,34,14,39,82,7,14,80,75,80,3,
5159,1,4,3,4,64,20,17,70,52,65,7,
5160,50,21,61,94,54,39,75,61,74,37,5,
5161,22,90,49,80,43,63,8,2,0,5,9,
5162,26,39,17,24,4,17,8,47,34,39,4,
5163,0,78,61,38,89,36,48,11,88,31,7,
5164,34,26,25,15,41,8,17,42,42,40,1,
5165,84,5,43,4,67,53,5,16,83,64,0,
5166,12,8,73,8,2,7,5,27,81,9,3,
5167,3,10,9,2,71,45,96,93,7,17,9,
5168,13,88,40,23,66,50,16,32,75,45,5,
5169,34,25,18,11,95,47,8,43,14,11,7,
5170,12,45,58,55,16,59,100,58,47,13,9,
5171,65,9,27,47,35,63,0,3,7,3,6,
5172,12,95,82,33,69,83,8,6,7,2,9,
5173,18,85,67,82,40,90,22,29,11,6,8,
5174,19,66,55,5,61,73,9,2,4,1,5,
5175,99,30,43,39,88,19,65,23,59,94,1,
5176,8,87,50,7,95,15,20,47,11,40,8,
5177,99,51,52,18,70,77,19,52,79,51,3,
5178,96,75,77,44,69,2,18,81,32,33,2,
5179,100,51,13,36,14,35,48,21,60,73,8,
5180,27,0,29,1,22,37,31,40,18,22,7,
5181,25,19,16,22,8,14,15,24,6,1,6,
5182,7,88,34,53,78,75,33,30,93,22,5,
5183,14,8,90,99,22,30,88,82,42,92,0,
5184,57,40,58,78,13,15,14,79,69,20,7,
5185,22,81,25,91,43,17,32,93,45,26,5,
5186,72,93,73,71,18,90,71,32,62,94,8,
5187,29,8,10,9,45,98,75,43,37,78,2,
5188,63,22,95,12,79,13,40,68,8,15,0,
5189,71,91,49,47,7,14,3,78,48,57,1,
5190,7,1,8,19,4,17,38,45,10,42,5,
5191,92,44,46,81,76,63,60,82,23,48,4,
5192,16,81,91,23,19,70,3,92,92,89,1,
5193,30,39,6,50,22,10,34,4,1,7,2,
5194,63,69,31,60,74,34,6,5,44,65,10,
5195,83,90,84,41,40,48,4,8,4,4,4,
5196,15,17,32,42,11,47,7,13,42,9,1,
5197,49,2,80,79,91,3,81,58,31,14,6,
5198,8,34,7,1,50,43,12,92,91,31,0,
5199,90,28,61,70,92,18,79,4,15,26,8,
5200,26,65,82,80,49,48,80,41,90,44,8,
5201,16,22,28,37,30,20,5,21,25,26,7,
5202,77,28,35,48,92,64,38,51,69,18,4,
5203,12,25,47,82,77,100,78,10,31,65,7,
5204,11,15,22,50,12,36,92,44,53,59,2,
5205,96,26,11,3,58,33,20,12,100,70,6,
5206,22,61,21,8,27,22,44,76,29,65,3,
5207,19,96,80,3,7,5,3,75,20,19,3,
5208,22,1,27,9,2,12,14,3,33,18,6,
5209,7,39,6,57,10,48,17,28,28,41,7,
5210,54,6,30,86,5,95,41,86,41,9,4,
5211,95,19,11,82,94,74,71,6,5,91,6,
5212,40,20,61,74,51,2,43,61,61,64,1,
5213,91,96,72,23,72,21,33,14,51,99,7,
5214,3,0,11,2,6,0,9,86,66,63,3,
5215,41,56,15,81,55,74,49,26,82,83,7,
5216,8,74,35,45,23,41,30,99,8,77,5,
5217,24,27,24,19,10,36,11,21,31,43,3,
5218,33,54,54,90,47,1,67,64,74,51,8,
5219,60,8,33,25,21,96,5,5,8,1,9,
5220,0,26,13,23,45,33,23,27,31,39,7,
5221,6,21,40,28,7,0,98,87,93,27,9,
5222,41,29,29,53,5,9,65,71,52,48,7,
5223,36,2,95,84,46,55,6,1,2,3,5,
5224,23,28,10,54,52,7,29,41,12,37,2,
5225,75,28,5,30,44,18,5,4,4,9,3,
5226,40,29,34,2,41,18,7,27,40,42,2,
5227,66,78,42,69,60,55,31,79,93,3,8,
5228,51,61,33,1,9,3,6,85,24,8,9,
5229,15,90,70,33,47,66,2,60,15,97,1,
5230,74,45,49,10,5,9,6,96,22,71,4,
5231,67,61,5,69,100,26,85,18,56,13,3,
5232,52,21,19,8,16,9,18,37,33,10,3,
5233,93,22,67,9,2,82,59,2,60,84,3,
5234,77,6,30,70,26,17,10,3,97,28,2,
5235,4,39,31,19,5,14,8,58,50,26,8,
5236,4,7,6,2,57,89,41,89,50,64,5,
5237,46,31,2,43,18,6,2,26,27,9,10,
5238,46,26,1,28,28,37,11,37,41,47,3,
5239,7,22,91,21,71,0,77,16,66,76,2,
5240,10,1,1,6,98,71,44,34,70,53,3,
5241,71,89,39,30,61,95,35,81,26,44,7,
5242,33,13,17,36,2,8,2,42,18,72,0,
5243,20,47,4,80,16,35,10,18,23,2,6,
5244,64,73,85,99,41,12,34,47,91,3,8,
5245,64,49,62,4,87,17,56,61,79,89,4,
5246,80,77,35,84,23,61,16,99,20,97,5,
5247,3,32,66,29,33,98,54,38,83,22,9,
5248,62,12,20,27,26,13,5,47,25,71,4,
5249,34,4,68,40,63,87,35,80,85,12,5,
5250,36,18,5,38,34,8,8,50,22,12,1,
5251,51,53,34,40,85,59,67,15,41,94,8,
5252,24,54,34,62,4,7,57,23,50,23,9,
5253,54,31,69,40,3,73,92,15,17,11,2,
5254,8,98,74,7,18,66,94,68,39,0,3,
5255,14,2,24,6,17,4,13,53,44,43,3,
5256,64,4,70,0,66,81,53,61,49,84,8,
5257,14,15,8,30,55,25,12,33,10,31,1,
5258,20,37,7,32,19,31,18,17,12,6,6,
5259,74,10,55,52,100,7,76,85,10,33,6,
5260,12,6,46,39,54,76,6,1,0,9,7,
5261,67,67,16,66,53,90,3,34,4,59,7,
5262,26,36,25,24,47,12,16,14,29,10,3,
5263,37,12,98,84,39,32,60,53,72,23,9,
5264,68,73,86,23,24,13,70,100,52,70,2,
5265,3,47,52,27,90,48,48,87,40,81,7,
5266,3,77,15,15,22,62,89,26,74,73,1,
5267,79,52,95,3,18,62,7,13,34,46,1,
5268,88,11,18,38,65,24,34,81,59,62,8,
5269,83,49,57,0,41,66,14,41,83,97,5,
5270,1,13,27,19,15,5,2,43,11,7,7,
5271,55,11,36,24,24,84,92,100,78,56,1,
5272,36,29,97,8,9,7,2,91,54,3,3,
5273,6,44,15,0,56,83,60,75,53,15,9,
5274,34,47,5,85,35,47,51,31,64,22,10,
5275,3,32,86,78,5,7,81,65,69,58,9,
5276,93,55,1,14,68,87,7,2,5,8,9,
5277,7,25,27,8,14,16,14,58,63,23,3,
5278,52,54,45,4,61,36,38,21,38,59,4,
5279,16,93,32,3,9,6,7,60,18,55,4,
5280,47,39,9,15,42,19,39,24,33,44,2,
5281,21,67,74,29,19,7,88,25,55,43,3,
5282,46,91,61,11,88,31,0,54,47,69,4,
5283,72,57,84,4,0,9,7,55,49,28,8,
5284,54,25,36,45,10,20,20,5,54,98,4,
5285,0,6,4,10,66,64,96,27,14,28,10,
5286,49,16,73,80,51,1,74,34,78,69,10,
5287,46,85,39,85,42,25,84,32,28,5,2,
5288,55,98,58,38,17,81,94,42,27,56,9,
5289,31,48,23,93,23,29,98,67,1,1,5,
5290,2,8,2,9,82,46,0,6,47,57,2,
5291,8,4,6,8,7,23,54,50,12,90,9,
5292,70,16,90,60,78,79,27,14,11,81,4,
5293,8,3,6,10,35,19,39,36,21,88,3,
5294,54,72,75,20,43,50,96,99,64,82,8,
5295,4,8,6,6,43,79,62,51,49,80,8,
5296,25,47,5,55,9,6,16,38,3,21,5,
5297,15,16,84,51,88,3,10,8,5,1,1,
5298,30,10,20,36,39,24,4,0,9,6,8,
5299,70,47,43,21,40,98,48,16,38,66,7,
5300,30,75,71,57,79,77,7,33,0,43,4,
5301,17,18,51,3,8,7,9,89,8,61,2,
5302,0,5,8,1,40,44,2,90,40,50,0,
5303,38,67,10,89,23,39,30,64,17,50,5,
5304,37,19,77,26,58,74,68,92,98,92,1,
5305,93,32,7,95,22,6,6,1,9,1,2,
5306,67,61,27,7,16,42,10,9,8,7,4,
5307,32,38,72,31,40,27,16,99,98,55,3,
5308,24,31,68,44,77,63,18,69,10,76,10,
5309,47,58,15,36,5,38,38,11,83,78,6,
5310,30,33,35,18,48,11,13,13,7,21,7,
5311,63,26,96,24,14,38,88,59,96,79,7,
5312,49,37,6,70,68,15,4,38,3,18,2,
5313,57,25,7,18,17,14,19,53,43,48,5,
5314,8,3,3,9,56,26,26,63,83,98,0,
5315,7,8,0,87,55,17,0,1,25,37,7,
5316,7,9,0,6,30,63,16,54,26,15,5,
5317,5,7,5,6,26,62,74,0,19,22,9,
5318,6,2,1,6,45,79,51,41,49,15,5,
5319,13,9,64,20,31,76,92,82,24,8,0,
5320,8,59,99,67,12,35,25,30,32,47,4,
5321,99,49,19,40,52,19,9,63,6,95,7,
